title,photo_url,res1,res2,res3,res4,mos1,mos2,mos3,mos4,final_mos
  a cartoon knight with a sword and shield,https://storage.yandexcloud.net/svg-images-first-pack/goodchibiknight2svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a man in a red coat,https://storage.yandexcloud.net/svg-images-first-pack/goodCigCardHeadsmansAxesvg.png,4.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0
  a group of people with a speech bubble,https://storage.yandexcloud.net/svg-images-first-pack/good1415972949svg.png,2.0,2.0,1.0,2.0,2.5,3.0,2.0,2.5,2.5
  a red and white flag with a triangle on it,https://storage.yandexcloud.net/svg-images-first-pack/goodAnonymoussignalflagansweringpennantsvg.png,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
  usb flash drive icon,https://storage.yandexcloud.net/svg-images-first-pack/goodchiavettasvg.png,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.25
  two glasses of champagne on a black background,https://storage.yandexcloud.net/svg-images-first-pack/good1293283613svg.png,2.0,2.0,2.0,2.0,3.0,3.5,2.5,3.5,3.125
  a computer monitor with a red and orange stripe,https://storage.yandexcloud.net/svg-images-first-pack/goodComputerMonitor2016121940svg.png,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.25
  live stream - live streaming - live streaming - live streaming - live streaming - live streaming - live streaming,https://storage.yandexcloud.net/svg-images-first-pack/good1313942991svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  an astronaut in an orange suit,https://storage.yandexcloud.net/svg-images-first-pack/good1575913577NASAflightsuitspacesuitsvg.png,3.0,3.0,3.0,3.0,4.0,4.0,3.5,4.0,3.875
  a tribal design with red and black colors,https://storage.yandexcloud.net/svg-images-first-pack/good1272533942svg.png,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
  a group of hands reaching up in the air,https://storage.yandexcloud.net/svg-images-first-pack/goodCreepingZombieDailySketch362015070817svg.png,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
  a diagram of three colored circles and a blue one,https://storage.yandexcloud.net/svg-images-first-pack/goodcibo00abstractedgroupinteraction1svg.png,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.5
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodBackgroundPattern24svg.png,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
  a cross is shown on a black background,https://storage.yandexcloud.net/svg-images-first-pack/goodBrandingIronsvg.png,4.0,4.0,4.0,4.0,4.5,3.0,3.5,2.5,3.375
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good2francsoptsvg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1528253588svg.png,5.0,5.0,5.0,5.0,3.0,3.5,3.5,3.0,3.25
  a blue battery on a black background,https://storage.yandexcloud.net/svg-images-first-pack/good1294752066svg.png,1.0,4.0,3.0,1.0,1.0,4.0,3.0,1.0,2.25
  a pink piggy bank with coins inside,https://storage.yandexcloud.net/svg-images-first-pack/good1517137453svg.png,5.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,4.0
  santa claus and reindeer clipart,https://storage.yandexcloud.net/svg-images-first-pack/good1385678152svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a chemical beaker and a chemical flask with a chemical,https://storage.yandexcloud.net/svg-images-first-pack/goodChemistrysvg.png,5.0,2.0,3.0,1.0,3.0,3.0,3.5,2.5,3.0
  a pixel art image of three balloons,https://storage.yandexcloud.net/svg-images-first-pack/goodBeagleBrosBalloonssvg.png,5.0,2.0,3.0,1.0,3.0,2.5,3.0,1.5,2.5
  an overweight woman in a yellow shirt,https://storage.yandexcloud.net/svg-images-first-pack/good1526064789svg.png,5.0,2.0,3.0,1.0,5.0,2.0,3.0,1.0,2.75
  the emblem of the united states air force,https://storage.yandexcloud.net/svg-images-first-pack/good15289577471svg.png,3.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,2.25
  a man wearing 3d glasses and a green shirt,https://storage.yandexcloud.net/svg-images-first-pack/good3DGlasses4byMerlin2525svg.png,2.0,2.0,1.0,1.0,2.5,3.0,2.5,2.5,2.625
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good3glassesiconsvg.png,5.0,5.0,5.0,5.0,3.5,3.5,3.5,3.5,3.5
  an arrow pointing to the left in a black background,https://storage.yandexcloud.net/svg-images-first-pack/goodArrow002svg.png,2.0,2.0,3.0,2.0,3.0,3.0,3.5,3.0,3.125
  beer icon on a black background,https://storage.yandexcloud.net/svg-images-first-pack/goodbirravuotasvg.png,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0
  a green and white logo with a circular shape,https://storage.yandexcloud.net/svg-images-first-pack/good1312278639svg.png,2.0,2.0,2.0,2.0,1.5,1.5,1.5,1.5,1.5
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1375780633svg.png,2.0,2.0,2.0,2.0,3.0,3.0,3.5,3.0,3.125
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodCelticKnotDesign11Silhouettesvg.png,3.0,3.0,4.0,4.0,4.0,4.0,4.5,4.5,4.25
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodCornerCurvesHeartsvg.png,2.0,2.0,2.0,2.0,1.5,1.5,1.5,1.5,1.5
  a blue and black logo with a celtic knot,https://storage.yandexcloud.net/svg-images-first-pack/good1490564701svg.png,1.0,3.0,3.0,3.0,2.5,3.5,3.5,4.0,3.375
  a black background with a white letter c,https://storage.yandexcloud.net/svg-images-first-pack/goodcopyrighttrollingsvg.png,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.5
  the logo for the general illinois banner,https://storage.yandexcloud.net/svg-images-first-pack/goodbannerpathedsvg.png,4.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,2.75
  a cluster of red and blue spheres,https://storage.yandexcloud.net/svg-images-first-pack/goodAtomv2svg.png,4.0,3.0,2.0,4.0,3.5,3.0,2.5,3.5,3.125
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1541380015svg.png,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.5,2.875
  a tombstone with an angry face,https://storage.yandexcloud.net/svg-images-first-pack/goodcgbugHalloweenTombstoneAngryFacesvg.png,4.0,3.0,2.0,5.0,4.0,3.0,3.0,4.0,3.5
  a brown and black pattern with a design,https://storage.yandexcloud.net/svg-images-first-pack/goodBatikParangRusakSeamlessPatternremixsvg.png,5.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,4.25
  orange tree clipart,https://storage.yandexcloud.net/svg-images-first-pack/goodArchitettoFogliearancionisvg.png,5.0,3.0,5.0,3.0,5.0,3.0,5.0,3.0,4.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodboogieboardsvg.png,5.0,4.0,4.0,4.0,4.0,3.5,3.0,3.0,3.375
  ladybug clipart free download,https://storage.yandexcloud.net/svg-images-first-pack/goodArchitettoCoccinella01svg.png,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodCapCsvg.png,1.0,1.0,1.0,1.0,2.0,2.0,2.5,2.0,2.125
  a red bird flying through a window,https://storage.yandexcloud.net/svg-images-first-pack/goodCigCardScarletTanagersvg.png,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodAbstractDesign171svg.png,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodComicCharacter312svg.png,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
  an orange and black circle with a black background,https://storage.yandexcloud.net/svg-images-first-pack/goodcircleBitcoinAcceptedsvg.png,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
  a black and yellow striped background with black lines,https://storage.yandexcloud.net/svg-images-first-pack/goodCautionHeaderArvin61r58svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a man in a swimsuit is laying on a beach chair,https://storage.yandexcloud.net/svg-images-first-pack/goodchillinoutsvg.png,5.0,5.0,5.0,5.0,3.5,3.5,3.5,3.5,3.5
  a man with glasses and a blue shirt,https://storage.yandexcloud.net/svg-images-first-pack/goodCartoonManAvatar2svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  bed with two beds and a white sheet,https://storage.yandexcloud.net/svg-images-first-pack/goodBunkBedsvg.png,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
  rainbow psychedelic pattern on black background,https://storage.yandexcloud.net/svg-images-first-pack/goodAbstractFoldsBackgroundColorizedsvg.png,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.75
  a golden cross with white and yellow flowers,https://storage.yandexcloud.net/svg-images-first-pack/goodadiantross2svg.png,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.5
  blue heart clip art,https://storage.yandexcloud.net/svg-images-first-pack/goodAquaHeartsvg.png,4.0,3.0,4.0,4.0,3.5,4.0,4.5,4.5,4.125
  a skull with a crown and ribbon on it,https://storage.yandexcloud.net/svg-images-first-pack/good1539749336svg.png,3.0,4.0,4.0,3.0,3.0,3.0,3.5,2.5,3.0
  a black background with a red and yellow banner that says converge d luttes,https://storage.yandexcloud.net/svg-images-first-pack/good1549441230svg.png,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
  a painting of a large house on a hillside,https://storage.yandexcloud.net/svg-images-first-pack/goodBaronsCourtsvg.png,4.0,4.0,4.0,4.0,4.5,4.5,4.5,4.5,4.5
  a circular pattern of colorful leaves on a black background,https://storage.yandexcloud.net/svg-images-first-pack/good1550356395svg.png,4.0,4.0,4.0,4.0,4.5,4.5,4.5,4.5,4.5
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1544472316svg.png,4.0,4.0,4.0,4.0,2.5,2.5,2.5,2.5,2.5
  a red musical note on a black background,https://storage.yandexcloud.net/svg-images-first-pack/good1539472774svg.png,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.75
  a cartoon cow with blue and white spots,https://storage.yandexcloud.net/svg-images-first-pack/good1540234441svg.png,2.0,2.0,3.0,2.0,2.5,2.5,2.5,2.0,2.375
  the logo of the german national socialist party,https://storage.yandexcloud.net/svg-images-first-pack/goodChitoseHokkaidochaptersvg.png,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.75
  a red and white sign with a bus,https://storage.yandexcloud.net/svg-images-first-pack/good1291767596svg.png,4.0,4.0,3.0,3.0,3.0,3.0,2.5,2.5,2.75
  a word cloud of people and animals,https://storage.yandexcloud.net/svg-images-first-pack/goodChildrenTypographysvg.png,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,3.5
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodcherubframesvg.png,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1489518658svg.png,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodCelticKnotMandala3svg.png,1.0,1.0,1.0,1.0,3.0,3.0,2.5,3.0,2.875
  a square with rope around it,https://storage.yandexcloud.net/svg-images-first-pack/goodcowboyropebordersvg.png,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.5,3.375
  coffee beans alphabet,https://storage.yandexcloud.net/svg-images-first-pack/goodCoffeeBeansBsvg.png,5.0,5.0,5.0,5.0,4.5,4.0,4.0,4.0,4.125
  a white chicken standing on a grassy field,https://storage.yandexcloud.net/svg-images-first-pack/goodCigCardSilkyHensvg.png,5.0,5.0,5.0,5.0,3.5,4.5,3.5,3.5,3.75
  two people sitting at a table with papers and one is talking to the other,https://storage.yandexcloud.net/svg-images-first-pack/good1549444169svg.png,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.5
  two colorful angel wings on a black background,https://storage.yandexcloud.net/svg-images-first-pack/good1536960647svg.png,5.0,5.0,5.0,5.0,4.5,4.0,5.0,4.5,4.5
  a soccer ball on a black background,https://storage.yandexcloud.net/svg-images-first-pack/good1378699847svg.png,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.75
  a green vine with leaves and leaves,https://storage.yandexcloud.net/svg-images-first-pack/goodAnnasblommorgreensvg.png,5.0,5.0,5.0,5.0,4.5,4.0,4.0,4.0,4.125
  a yellow metal post with a screw on top,https://storage.yandexcloud.net/svg-images-first-pack/goodAnonymousScratchingPostsvg.png,4.0,3.0,4.0,2.0,2.5,2.5,3.0,2.0,2.5
  penguin clipart free download,https://storage.yandexcloud.net/svg-images-first-pack/good1303535830svg.png,5.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,3.75
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodAnonymousArchitettoBiciclettasvg.png,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.5,2.875
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1577087588ladyandpackage1918svg.png,2.0,2.0,3.0,3.0,3.0,2.5,3.5,4.0,3.25
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodAnonymouslambdasvg.png,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
  a red star with a cross on top,https://storage.yandexcloud.net/svg-images-first-pack/good1507665069svg.png,5.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodAngeloGemmiframe2outlinesvg.png,4.0,4.0,3.0,5.0,4.0,4.5,3.0,5.0,4.125
  a white bird with long legs and a long beak,https://storage.yandexcloud.net/svg-images-first-pack/good1526842642svg.png,5.0,4.0,4.0,4.0,3.0,2.5,2.5,2.5,2.625
  ant clip art vector images,https://storage.yandexcloud.net/svg-images-first-pack/good1461351596svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  golden crown clip art,https://storage.yandexcloud.net/svg-images-first-pack/goodcoatofarmssvg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a cartoon image of a water heater,https://storage.yandexcloud.net/svg-images-first-pack/goodBrokenwaterheatersvg.png,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
  a castle with three towers and flags on it,https://storage.yandexcloud.net/svg-images-first-pack/goodCastleSilhouettesvg.png,5.0,5.0,5.0,5.0,5.0,4.0,3.5,3.0,3.875
  a green kite with a star on it,https://storage.yandexcloud.net/svg-images-first-pack/good5thsvg.png,4.0,3.0,4.0,5.0,4.0,3.5,4.0,4.5,4.0
  forum ipum - forum ipum,https://storage.yandexcloud.net/svg-images-first-pack/goodcalgarcStickerSVGinkscapesvg.png,4.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,3.25
  a green square with a blue background,https://storage.yandexcloud.net/svg-images-first-pack/goodartifactnecklaceamazonitepiecesvg.png,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1412205905svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a person falling down on a skateboard,https://storage.yandexcloud.net/svg-images-first-pack/goodbreakdancesvg.png,2.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1280876806svg.png,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0
  dinosaur park logo with a dinosaur in the center,https://storage.yandexcloud.net/svg-images-first-pack/good1530329153svg.png,1.0,1.0,1.0,2.0,2.5,2.5,2.5,3.0,2.625
  the logo for the red circle,https://storage.yandexcloud.net/svg-images-first-pack/goodAtsutaHokkaidochaptersvg.png,5.0,5.0,5.0,5.0,4.0,3.5,3.0,3.0,3.375
  two blue and white boxes with a blue border,https://storage.yandexcloud.net/svg-images-first-pack/goodArchitettoFinestrevtsvg.png,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,4.875
  an arrow pointing to the left and right,https://storage.yandexcloud.net/svg-images-first-pack/goodBigRedSmileSpinaroundsvg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a small airplane flying in the sky,https://storage.yandexcloud.net/svg-images-first-pack/goodBonanzasvg.png,5.0,4.0,3.0,1.0,5.0,4.0,3.0,1.0,3.25
  colorful psychedelic background with many different designs,https://storage.yandexcloud.net/svg-images-first-pack/goodBumperGardensvg.png,4.0,4.0,4.0,1.0,4.0,3.5,3.5,2.0,3.25
  the ctrl logo with the word ctrl in black and white,https://storage.yandexcloud.net/svg-images-first-pack/goodctrlkeysvg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  button - screenshot,https://storage.yandexcloud.net/svg-images-first-pack/goodBotonfashionsvg.png,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.75
  a blue silhouette of a book on a shelf,https://storage.yandexcloud.net/svg-images-first-pack/goodbookssilhouettesvg.png,5.0,5.0,5.0,5.0,3.5,3.5,3.5,3.5,3.5
  colombia flag icon,https://storage.yandexcloud.net/svg-images-first-pack/goodcosvgsvg.png,5.0,5.0,5.0,5.0,3.5,3.5,3.5,3.5,3.5
  a circle of colorful shoes on a black background,https://storage.yandexcloud.net/svg-images-first-pack/good1535497257svg.png,4.0,4.0,4.0,4.0,3.5,4.0,3.5,3.5,3.625
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodComicCharacter75svg.png,4.0,4.0,4.0,4.0,3.5,3.0,3.5,3.0,3.25
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1276698867svg.png,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1269481853svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodangrysamuraisvg.png,1.0,2.0,2.0,1.0,1.5,2.0,2.0,1.5,1.75
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodcocktailwaiterframesvg.png,1.0,2.0,2.0,1.0,2.0,2.5,2.5,2.0,2.25
  a cartoon girl with pink hair and a yellow dress,https://storage.yandexcloud.net/svg-images-first-pack/good570310svg.png,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
  the number one logo in a circle,https://storage.yandexcloud.net/svg-images-first-pack/good1544119528svg.png,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.25
  no speech bubble clip art,https://storage.yandexcloud.net/svg-images-first-pack/goodbullenonsvg.png,3.0,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.125
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodCamel4svg.png,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0
  a cartoon man with a hat and a blue shirt,https://storage.yandexcloud.net/svg-images-first-pack/goodchisvg.png,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0
  an old woman with purple hair and a black dress,https://storage.yandexcloud.net/svg-images-first-pack/good550303svg.png,5.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,3.75
  mp3 player with lcd screen,https://storage.yandexcloud.net/svg-images-first-pack/goodABlueoldstyleMP3Playersvg.png,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.5
  a metal box with a wooden lid,https://storage.yandexcloud.net/svg-images-first-pack/goodblueboxwooodsvg.png,3.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0
  a red and white flag with a cross on it,https://storage.yandexcloud.net/svg-images-first-pack/goodAnonymoussignalflag4svg.png,5.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.5
  a set of orange tools on a black background,https://storage.yandexcloud.net/svg-images-first-pack/goodbotonessvg.png,4.0,3.0,2.0,1.0,3.0,2.5,2.0,1.5,2.25
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1572099196grungystainsvg.png,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.5,1.375
  the number 53 is shown on a black background,https://storage.yandexcloud.net/svg-images-first-pack/good1553353205svg.png,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.5,3.125
  a yellow emoticion with a smiley face,https://storage.yandexcloud.net/svg-images-first-pack/good1466989605svg.png,1.0,1.0,1.0,1.0,2.5,2.0,2.0,2.0,2.125
  a blue silhouette of a woman in a dress,https://storage.yandexcloud.net/svg-images-first-pack/goodalisvg.png,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
  a colorful flower design on a black background,https://storage.yandexcloud.net/svg-images-first-pack/goodabstractelementsvg.png,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
